clean_text,category,location,status,date,name,contact
brown staff id card,id_card,cc,lost,26/02/2026 14:30,Ali Rehman,3631808267
black compact earbuds,earbuds,cc,lost,22/10/2025 11:08,Zainab Naqvi,3356691289
black scientific calculator,calculator,block 2,lost,15/12/2025 21:36,Sobia Aziz,3597959196
black plain notebook,notebook,ground,lost,15/09/2025 18:29,Zain Malik,3513260967
brown reading glasses,glasses,ab4,found,10/03/2026 17:50,Waqas Hussain,3766208705
black folding wallet,wallet,love garden,lost,10/09/2025 15:39,Sidra Rafiq,3493454438
black flagship phone,phone,ab2,found,03/05/2025 16:07,Afshan Tariq,3854672588
black slim Realme phone,phone,block 3,lost,26/10/2024 09:23,Mohsin Rehman,3622082166
black leather-strap watch,watch,ground,lost,28/02/2026 22:18,Shanza Zaidi,3495293592
black fast charger,charger,love garden,lost,22/11/2024 14:57,Hamza Naqvi,3182621546
black university id card,id_card,library,lost,02/02/2025 21:13,Arslan Ahmed,3414788293
black 15-inch Asus laptop,laptop,ground,lost,13/03/2025 09:01,Nimra Munir,3792211324
brown folding wallet,wallet,parking,found,11/01/2026 17:42,Shaista Waheed,3578090317
brown business laptop,laptop,ab4,found,21/04/2025 15:23,Rizwan Farooq,3259277073
brown long wallet,wallet,canteen,lost,12/02/2025 19:34,Rizwan Siddiqui,3288290663
black ringed keys,keys,ab3,lost,22/07/2025 17:08,Babar Rizvi,3496932442
black flagship phone,phone,parking,found,30/01/2025 13:28,Iram Qureshi,3672994767
black wireless earbuds,earbuds,block 1,lost,27/01/2025 15:59,Danish Sheikh,3104610971
brown ruled notebook,notebook,ground,lost,24/06/2025 20:36,Asad Nasir,3882267928
brown portable laptop,laptop,washroom,lost,19/03/2026 09:19,Sobia Mehmood,3763059187
black 32gb usb drive,usb,ab5,lost,19/03/2025 17:33,Shahid Ansari,3310148111
black access id card,id_card,hostel,lost,29/11/2024 16:25,Faisal Usman,3441189853
black insulated bottle,bottle,ab5,lost,12/11/2025 13:24,Mehwish Khan,3405641007
brown card wallet,wallet,hall,found,29/11/2024 11:46,Babar Latif,3962950738
brown business laptop,laptop,canteen,lost,30/10/2025 10:53,Fatima Sheikh,3323106146
brown bluetooth earbuds,earbuds,block 3,lost,28/04/2026 20:24,Fatima Khan,3539655012
brown basic calculator,calculator,ab2,lost,05/04/2026 20:58,Nadia Mirza,3299722870
brown small keys,keys,block 4,lost,07/07/2025 21:37,Junaid Usman,3700523461
brown lined notebook,notebook,library,lost,27/05/2025 12:40,Jawad Butt,3802026333
brown round glasses,glasses,ab2,found,09/05/2025 08:07,Maryam Usman,3171645238
brown reusable bottle,bottle,block 2,lost,23/05/2025 18:43,Jawad Butt,3500722831
black casual watch,watch,ab3,lost,28/01/2025 13:29,Nadia Aslam,3275351550
brown university id card,id_card,block 1,found,31/08/2025 08:18,Khadija Munir,3786063606
black library id card,id_card,mosque,found,19/02/2025 16:20,Danish Javed,3391476850
brown prescription glasses,glasses,block 4,lost,26/01/2025 08:08,Arslan Naqvi,3500520940
brown wall charger,charger,ab5,found,14/12/2024 11:09,Zubair Baig,3992895309
black dual-sim OPPO phone,phone,ab1,lost,18/09/2024 15:22,Anum Rafiq,3249265120
brown keychain keys,keys,ab2,lost,31/12/2024 11:08,Asad Baig,3430098648
black touchscreen phone,phone,block 2,found,24/12/2024 09:01,Afshan Sattar,3145652216
black android phone,phone,block 3,lost,31/12/2024 22:16,Sidra Malik,3423889716
black prescription glasses,glasses,garden,found,30/03/2025 17:57,Amna Siddiqui,3820051966
black leather wallet,wallet,ab1,lost,12/06/2025 17:22,Zainab Qureshi,3637552108
black portable charger,charger,block 5,lost,16/04/2026 20:00,Shaista Abbasi,3868596889
brown touchscreen phone,phone,block 4,found,11/12/2024 22:13,Zubair Hasan,3493486679
black square glasses,glasses,parking,lost,30/08/2025 14:27,Iqra Zafar,3344334478
black gaming HP laptop,laptop,block 3,lost,05/09/2025 19:18,Sidra Hussain,3452311239
black leather-strap watch,watch,ab3,lost,17/07/2025 18:53,Babar Baig,3694762662
brown 14-inch HP laptop,laptop,washroom,found,12/09/2025 10:00,Salman Iqbal,3525598787
black portable Asus laptop,laptop,ground,found,20/02/2025 09:23,Amna Nawaz,3315031290
brown water bottle,bottle,ab3,lost,25/01/2026 12:48,Naeem Mehmood,3482356574
brown leather-strap watch,watch,block 3,lost,10/12/2025 09:07,Imran Usman,3633943662
black wireless earbuds,earbuds,library,lost,09/11/2024 15:43,Sobia Siddiqui,3510849034
brown plastic bottle,bottle,ab4,lost,18/11/2024 18:48,Arslan Usman,3951188873
black wrist watch,watch,parking,lost,26/05/2025 16:21,Iram Hanif,3118973435
black hard-cover notebook,notebook,love garden,lost,05/12/2025 13:54,Ahsan Rehman,3593552134
black laminated id card,id_card,block 4,found,08/07/2025 22:45,Zara Usman,3562440328
brown cracked-screen OPPO phone,phone,block 5,lost,22/03/2026 18:34,Jawad Hasan,3703717150
black 64gb usb drive,usb,library,lost,29/04/2026 14:39,Zainab Naqvi,3444115773
black access id card,id_card,library,found,24/08/2025 20:47,Sobia Nawaz,3508637554
brown university id card,id_card,hall,lost,28/10/2024 18:15,Hira Hashmi,3795873638
black wired earbuds,earbuds,library,lost,12/08/2025 10:01,Yasir Raza,3140133915
brown 14-inch Apple laptop,laptop,block 2,lost,22/07/2025 14:36,Bushra Raza,3714758692
brown student id card,id_card,parking,lost,22/01/2026 16:51,Laiba Qureshi,3760166400
brown sport earbuds,earbuds,ab2,lost,17/11/2024 21:54,Yasir Abbasi,3408545686
black in-ear earbuds,earbuds,hall,lost,20/04/2025 17:47,Fatima Tariq,3201719440
brown steel bottle,bottle,library,found,31/12/2025 14:13,Mohsin Malik,3799582326
brown small keys,keys,block 2,lost,24/03/2025 14:25,Imran Zaidi,3653373498
black slim laptop,laptop,block 3,lost,25/01/2026 11:42,Sundas Ansari,3784968212
brown shoulder bag,bag,block 3,lost,30/01/2025 11:09,Junaid Sattar,3540513606
black wired earbuds,earbuds,ab2,lost,21/06/2025 18:10,Imran Akhtar,3353542478
black portable HP laptop,laptop,ab3,found,20/12/2025 15:35,Anam Sattar,3794627259
black laminated id card,id_card,ab3,lost,12/06/2025 18:35,Hamza Ali,3875750551
black analog watch,watch,hostel,lost,03/07/2025 21:04,Shoaib Rafiq,3821202394
black basic calculator,calculator,canteen,lost,22/01/2025 11:07,Zubair Butt,3660447662
brown square glasses,glasses,love garden,lost,04/01/2025 20:51,Danish Nawaz,3993712000
brown flask bottle,bottle,cc,lost,08/11/2025 11:09,Ayesha Siddiqui,3329897397
brown sport earbuds,earbuds,ab3,lost,16/01/2026 16:23,Bilal Raza,3685989264
brown used laptop,laptop,love garden,found,07/09/2025 15:45,Mehwish Javed,3122628256
black fx calculator,calculator,ground,found,26/10/2024 19:58,Kamran Rizvi,3693487068
brown folding wallet,wallet,washroom,lost,02/03/2026 21:15,Babar Saleem,3108446160
brown card wallet,wallet,library,found,30/04/2025 12:13,Tariq Rehman,3777909802
brown bluetooth earbuds,earbuds,library,found,17/01/2026 15:47,Shoaib Nawaz,3870287372
black business laptop,laptop,block 3,lost,15/03/2026 19:20,Aamir Ahmed,3918164904
black staff id card,id_card,block 2,lost,04/09/2024 14:12,Anum Raza,3718270581
black laminated id card,id_card,ab3,lost,12/01/2025 21:38,Shoaib Raza,3584783589
black wrist watch,watch,ab2,lost,02/08/2025 20:18,Amna Hussain,3545062150
black flat wallet,wallet,love garden,found,08/04/2026 11:01,Sara Waheed,3794825515
black water bottle,bottle,hall,lost,20/02/2025 08:25,Waleed Akhtar,3379342292
black slim OPPO phone,phone,library,lost,09/12/2025 21:43,Tooba Butt,3341037805
black compact umbrella,umbrella,canteen,found,31/05/2025 12:47,Tooba Saleem,3239800466
black used laptop,laptop,ab3,lost,03/11/2025 10:26,Asad Ahmed,3411592314
black compact earbuds,earbuds,block 2,lost,20/04/2026 18:41,Aamir Hussain,3111081272
black casual watch,watch,ab4,lost,06/04/2025 19:24,Waleed Akhtar,3375120138
black access id card,id_card,library,lost,29/04/2025 15:58,Zainab Akhtar,3820256933
black usb-c charger,charger,ab3,lost,07/07/2025 14:42,Mehwish Chaudhry,3700823397
black university id card,id_card,ab2,lost,14/08/2025 22:29,Usman Hussain,3440716951
brown compact umbrella,umbrella,ab3,lost,09/01/2025 15:55,Maryam Rafiq,3561801350
brown compact earbuds,earbuds,hostel,found,12/02/2026 13:27,Zara Raza,3891207316
black sport watch,watch,hostel,lost,25/11/2025 08:12,Maham Farooq,3346810881
black dual-sim Nokia phone,phone,block 2,found,20/01/2026 08:28,Zainab Waheed,3620979010
brown portable laptop,laptop,love garden,lost,05/12/2024 11:55,Rizwan Siddiqui,3996524668
brown flagship phone,phone,block 5,lost,05/09/2024 16:49,Sana Latif,3182501451
brown wired earbuds,earbuds,library,lost,19/06/2025 18:43,Hina Mehmood,3501105178
black flask bottle,bottle,ab4,lost,16/12/2025 21:45,Afshan Aziz,3774692904
black in-ear earbuds,earbuds,canteen,lost,08/12/2025 13:46,Usman Abbasi,3152272164
brown cable charger,charger,garden,lost,15/03/2026 17:24,Fatima Mehmood,3373980159
black dual-sim Infinix phone,phone,ab1,found,19/06/2025 18:48,Maham Butt,3420562039
brown smart watch,watch,garden,lost,13/01/2025 13:42,Ali Rafiq,3650457212
brown dual-sim phone,phone,block 2,lost,08/11/2025 09:48,Waleed Rafiq,3759135517
brown cracked-screen Samsung phone,phone,block 3,found,18/04/2025 18:43,Maham Usman,3666161206
black solar calculator,calculator,block 2,lost,03/01/2026 12:09,Usman Javed,3366989670
brown drawstring bag,bag,block 5,lost,17/10/2024 16:06,Huma Sattar,3543476209
brown staff id card,id_card,ground,found,30/08/2025 12:37,Hassan Zafar,3117468377
brown laminated id card,id_card,garden,found,17/10/2024 09:26,Junaid Raza,3730510203
brown auto-open umbrella,umbrella,parking,lost,30/05/2025 13:58,Sana Abbasi,3298736077
brown library id card,id_card,parking,lost,19/09/2024 08:25,Bilal Khan,3284399429
brown basic calculator,calculator,parking,found,12/01/2026 12:39,Farhan Mehmood,3963976413
black noise-cancelling earbuds,earbuds,ab1,lost,17/09/2024 19:12,Sobia Abbasi,3616595652
black graphing calculator,calculator,ab3,found,06/03/2026 11:05,Junaid Aziz,3259091651
brown analog watch,watch,ab1,found,30/11/2025 15:30,Sara Rehman,3728381921
black in-ear earbuds,earbuds,block 5,found,23/10/2024 13:00,Ayesha Sattar,3546339338
brown mini usb drive,usb,block 5,lost,25/06/2025 08:31,Urwa Usman,3651211504
brown plastic bottle,bottle,ground,lost,07/11/2025 17:20,Kashif Malik,3387600528
brown basic calculator,calculator,ab1,lost,22/08/2025 15:44,Anam Ahmed,3273230463
black sport earbuds,earbuds,ab5,lost,13/04/2025 17:58,Laiba Akhtar,3867939251
brown pocket calculator,calculator,love garden,lost,05/10/2025 14:53,Farhan Hasan,3958730450
black 64gb usb drive,usb,ab2,lost,28/11/2024 18:30,Usman Siddiqui,3314194552
brown android phone,phone,canteen,lost,29/04/2025 11:35,Omar Ahmed,3485244337
brown wired earbuds,earbuds,ab1,found,29/01/2026 08:51,Areeba Nawaz,3562375205
black student id card,id_card,block 5,lost,15/08/2025 20:22,Sidra Waheed,3387216523
black cracked-screen Nokia phone,phone,garden,found,23/12/2024 09:50,Ayesha Waheed,3145064341
black digital watch,watch,mosque,found,06/09/2025 10:46,Khadija Rehman,3918153355
brown smart watch,watch,love garden,lost,08/09/2025 13:52,Nadia Butt,3316778095
brown slim Asus laptop,laptop,ab5,lost,27/11/2024 12:23,Noor Rafiq,3775856484
black framed glasses,glasses,cc,lost,22/04/2025 10:51,Waleed Latif,3539492534
brown slim HP laptop,laptop,ground,lost,11/11/2024 09:21,Danish Mehmood,3929328811
brown android Samsung phone,phone,parking,lost,12/04/2026 08:40,Arslan Naqvi,3550225634
brown folding wallet,wallet,washroom,lost,14/06/2025 22:33,Asad Mehmood,3579091840
black handheld calculator,calculator,mosque,lost,27/11/2025 19:22,Urwa Mirza,3423766892
black access id card,id_card,ab5,lost,08/01/2025 16:34,Rizwan Abbasi,3199664255
brown sport watch,watch,ab5,lost,24/09/2024 08:56,Iram Tariq,3377766466
brown wired earbuds,earbuds,block 1,lost,01/11/2024 21:23,Saima Zafar,3480612862
black cracked-screen phone,phone,block 2,lost,06/09/2024 15:21,Kamran Tariq,3707305392
black travel umbrella,umbrella,ab4,lost,10/04/2026 18:08,Ahsan Munir,3891897827
black in-ear earbuds,earbuds,block 3,lost,05/09/2025 15:06,Asad Sattar,3989528128
black portable Dell laptop,laptop,block 2,lost,14/09/2025 18:33,Urwa Tariq,3700187804
brown casual watch,watch,ab3,lost,08/11/2025 15:44,Salman Latif,3984561220
black flagship Nokia phone,phone,ab1,lost,24/02/2026 09:44,Iqra Aziz,3608261670
black access id card,id_card,ab5,found,24/10/2025 09:07,Mehwish Nasir,3410945513
black student id card,id_card,ab5,found,08/07/2025 12:31,Sobia Sheikh,3252621455
brown usb-c charger,charger,canteen,lost,18/06/2025 11:11,Salman Khan,3231348586
brown zipper bag,bag,love garden,lost,10/04/2026 12:36,Shanza Nawaz,3938967476
brown bifold wallet,wallet,cc,lost,16/12/2025 20:28,Shanza Sheikh,3881538189
black flat wallet,wallet,block 1,found,14/08/2025 16:02,Babar Ansari,3793547595
black staff id card,id_card,library,lost,14/07/2025 16:41,Hina Waheed,3191431302
black flagship phone,phone,cc,lost,20/09/2024 09:42,Yasir Siddiqui,3120372732
black noise-cancelling earbuds,earbuds,hostel,found,17/04/2026 15:05,Yasir Akhtar,3444060339
black long wallet,wallet,hostel,lost,22/11/2025 10:26,Sobia Munir,3440786794
brown leather wallet,wallet,library,lost,20/02/2025 12:09,Sana Rizvi,3924960882
black university id card,id_card,canteen,lost,31/10/2024 17:20,Sana Ahmed,3865900715
brown photo id card,id_card,library,lost,29/07/2025 12:24,Hina Farooq,3317496560
black sport earbuds,earbuds,block 3,lost,27/12/2024 12:03,Danish Aziz,3693909246
black 15-inch Apple laptop,laptop,ab3,found,03/06/2025 16:37,Ali Hashmi,3919241705
black drawstring bag,bag,block 5,lost,26/01/2026 11:50,Asad Rafiq,3680292764
black flagship phone,phone,canteen,lost,13/10/2024 08:52,Sundas Zaidi,3410579235
black scientific calculator,calculator,library,found,07/06/2025 17:16,Ahsan Aslam,3778827038
brown android OPPO phone,phone,ab4,lost,04/01/2025 21:08,Maryam Sattar,3326398655
brown insulated bottle,bottle,canteen,lost,08/12/2025 12:15,Rida Nawaz,3326155683
brown slim laptop,laptop,ab1,found,01/01/2026 08:57,Rabia Siddiqui,3543630426
brown sling bag,bag,block 4,found,19/11/2024 16:01,Babar Butt,3479025201
brown keychain keys,keys,block 1,found,09/09/2024 09:29,Mehwish Mirza,3577361628
black staff id card,id_card,library,lost,02/09/2025 11:05,Junaid Baig,3351532545
brown analog watch,watch,ab3,found,03/04/2025 08:12,Talha Butt,3397799667
brown tote bag,bag,block 4,lost,03/04/2026 18:43,Hamza Malik,3731536919
black touchscreen Infinix phone,phone,love garden,lost,08/06/2025 11:54,Sara Hanif,3759767702
brown wireless earbuds,earbuds,canteen,lost,24/10/2024 21:20,Anam Latif,3394243484
brown photo id card,id_card,ab5,found,18/04/2025 08:17,Noor Hanif,3581961364
black sport earbuds,earbuds,ab2,lost,09/04/2026 20:01,Shahid Sattar,3179929734
black noise-cancelling earbuds,earbuds,ab5,lost,09/12/2024 08:30,Anam Ahmed,3736225068
brown type-c charger,charger,ab3,lost,03/05/2025 13:53,Omar Nawaz,3657996830
black usb-c charger,charger,cc,lost,07/12/2024 18:28,Hina Hussain,3165162109
brown university id card,id_card,love garden,lost,09/01/2025 08:58,Babar Farooq,3423702101
brown water bottle,bottle,library,lost,24/10/2024 12:54,Ahsan Mehmood,3202896950
brown plastic bottle,bottle,hostel,found,11/09/2024 15:24,Sundas Sattar,3765946168
black steel bottle,bottle,mosque,lost,27/09/2024 15:33,Saad Tariq,3306675241
black student id card,id_card,block 5,lost,18/03/2025 22:36,Usman Zafar,3375185107
brown long wallet,wallet,ground,lost,07/05/2025 10:51,Sidra Farooq,3237096167
brown compact earbuds,earbuds,canteen,found,16/07/2025 17:56,Iram Sheikh,3258279275
brown sport watch,watch,ab5,lost,09/09/2024 16:37,Asad Farooq,3354892732
black leather-strap watch,watch,ab5,found,26/03/2025 20:04,Laiba Mirza,3817109365
brown sport watch,watch,ground,found,03/04/2026 13:39,Junaid Latif,3452852019
black dual-sim phone,phone,washroom,lost,04/09/2024 18:14,Nimra Aziz,3769929016
black dual-sim phone,phone,canteen,lost,20/09/2025 11:25,Sana Khan,3489571951
black university id card,id_card,library,lost,25/06/2025 15:12,Farhan Ali,3131874640
black slim Realme phone,phone,ground,lost,22/03/2026 11:11,Amna Ahmed,3289061692
brown flash usb drive,usb,library,lost,24/09/2025 18:50,Bilal Nawaz,3325740666
brown noise-cancelling earbuds,earbuds,ab5,lost,23/02/2025 16:51,Anam Malik,3227231238
black touchscreen Tecno phone,phone,ground,lost,14/11/2025 18:15,Sidra Zaidi,3730636355
brown touchscreen Samsung phone,phone,mosque,lost,08/01/2025 21:32,Salman Abbasi,3880930867
brown library id card,id_card,parking,lost,03/02/2026 14:48,Huma Rafiq,3635354547
brown digital watch,watch,ab4,lost,08/01/2026 19:31,Jawad Ansari,3724044455
black zipped wallet,wallet,ab2,lost,29/04/2025 14:13,Anum Sattar,3504889751
black flask bottle,bottle,ab5,lost,16/01/2025 20:05,Khadija Rehman,3657079511
black slim wallet,wallet,block 2,lost,11/11/2025 15:29,Anam Latif,3494612942
brown cable charger,charger,ab3,lost,27/11/2025 11:16,Alina Aslam,3188496207
black bluetooth earbuds,earbuds,ab3,lost,31/12/2024 09:23,Adnan Hanif,3315077574
black folding wallet,wallet,ab3,lost,09/06/2025 11:45,Nadia Hanif,3380392053
brown university id card,id_card,hostel,found,19/10/2025 14:52,Rabia Hasan,3802324900
black casual watch,watch,block 1,lost,03/04/2025 15:14,Arslan Tariq,3943933854
brown laptop bag,bag,ab5,lost,12/03/2025 14:49,Noor Abbasi,3571029923
black gaming Dell laptop,laptop,ab4,lost,25/01/2026 20:42,Zainab Nawaz,3342118734
brown 14-inch laptop,laptop,parking,lost,25/04/2026 08:36,Adnan Chaudhry,3265024710
brown flat wallet,wallet,ab2,lost,02/03/2026 14:12,Jawad Iqbal,3453090727
brown drawstring bag,bag,library,lost,21/03/2026 10:02,Salman Ahmed,3300459123
black dual-sim Infinix phone,phone,ab4,lost,10/12/2025 08:23,Arslan Khan,3284496457
brown flat wallet,wallet,ab1,lost,04/03/2026 14:30,Areeba Saleem,3321705882
black slim Nokia phone,phone,ab1,lost,15/07/2025 17:12,Zubair Aziz,3395752497
black touchscreen Tecno phone,phone,mosque,lost,03/08/2025 22:36,Salman Aziz,3596815461
black insulated bottle,bottle,library,lost,12/12/2025 13:44,Junaid Mehmood,3758233277
black bike keys,keys,ab3,found,17/11/2025 15:24,Sana Nasir,3202579039
black zipped wallet,wallet,love garden,lost,05/03/2026 12:42,Areeba Abbasi,3629878254
black gaming HP laptop,laptop,block 3,found,25/10/2025 15:10,Imran Abbasi,3643382699
brown student id card,id_card,library,lost,17/12/2025 14:21,Urwa Mirza,3525925819
black university id card,id_card,library,found,01/08/2025 18:47,Sundas Usman,3595378308
black access id card,id_card,parking,lost,23/11/2025 10:30,Maryam Qureshi,3283168644
black tagged keys,keys,ab2,lost,06/10/2025 10:04,Rabia Ansari,3264815590
brown business HP laptop,laptop,love garden,lost,27/11/2025 19:03,Arslan Iqbal,3519423299
brown square glasses,glasses,library,lost,22/09/2025 20:12,Hira Rafiq,3356130725
black android Samsung phone,phone,ab5,lost,04/11/2024 11:56,Ali Qureshi,3877401428
black dual-sim phone,phone,garden,lost,14/03/2025 17:13,Iram Mehmood,3559432973
black laminated id card,id_card,library,lost,16/09/2024 14:41,Danish Khan,3517885994
brown touchscreen Realme phone,phone,mosque,lost,08/11/2024 22:13,Shoaib Javed,3924145310
brown water bottle,bottle,ground,found,06/04/2026 10:16,Ali Akhtar,3448272764
brown graphing calculator,calculator,washroom,found,15/01/2025 13:11,Danish Hasan,3172492053
black long wallet,wallet,block 1,lost,27/04/2025 16:37,Rabia Baig,3122777694
black steel bottle,bottle,ab3,lost,08/05/2025 17:05,Eman Chaudhry,3502141680
brown digital watch,watch,ab1,lost,09/10/2024 11:59,Babar Nawaz,3244168106
brown wired earbuds,earbuds,garden,lost,30/10/2025 18:52,Rizwan Ahmed,3345897637
brown compact usb drive,usb,ab3,lost,13/05/2025 20:43,Shahid Akhtar,3509617388
brown tote bag,bag,block 2,lost,17/01/2026 09:12,Omar Sheikh,3319279570
black touchscreen phone,phone,hostel,found,30/04/2025 16:05,Waleed Aziz,3434430817
black touchscreen Infinix phone,phone,ab4,lost,26/03/2025 12:55,Afshan Hussain,3486098163
brown bifold wallet,wallet,block 2,lost,18/11/2025 20:09,Afshan Ahmed,3918115357
brown leather wallet,wallet,cc,found,05/03/2026 10:35,Hamza Rizvi,3508505332
brown 15-inch Acer laptop,laptop,mosque,lost,18/01/2025 19:30,Amna Sheikh,3303609169
black library id card,id_card,block 3,lost,17/01/2026 14:59,Noor Mehmood,3896924722
brown long wallet,wallet,ab4,found,12/11/2024 14:56,Adnan Butt,3513203779
black canvas bag,bag,cc,found,23/08/2025 16:45,Salman Rafiq,3847813304
brown photo id card,id_card,ground,lost,06/10/2024 22:52,Farhan Ahmed,3848904238
black tinted glasses,glasses,mosque,found,29/01/2025 12:15,Tariq Khan,3225338571
black ruled notebook,notebook,ground,lost,24/04/2026 22:05,Arslan Mirza,3554133586
brown slim phone,phone,block 3,lost,27/09/2025 17:19,Shoaib Hussain,3217332137
brown fx calculator,calculator,ab1,lost,13/10/2025 19:19,Zain Qureshi,3976591420
black analog watch,watch,library,lost,20/02/2026 14:41,Rizwan Sattar,3283217137
brown touchscreen phone,phone,ab2,lost,22/12/2024 15:36,Iqra Siddiqui,3315758599
black library id card,id_card,cc,lost,24/10/2025 15:40,Ayesha Qureshi,3185695123
black sport earbuds,earbuds,ab1,lost,01/10/2024 17:15,Afshan Usman,3822418424
black spiral notebook,notebook,library,found,08/09/2024 18:37,Sidra Iqbal,3326632925
black sling bag,bag,mosque,found,31/05/2025 22:31,Jawad Nawaz,3748939011
brown gaming laptop,laptop,ab5,lost,04/05/2025 13:42,Urwa Saleem,3755851235
brown library id card,id_card,ab5,lost,12/12/2025 21:44,Urwa Chaudhry,3127574144
black flask bottle,bottle,block 4,found,13/05/2025 13:28,Jawad Zafar,3543591301
black scientific calculator,calculator,hall,found,27/07/2025 08:40,Farhan Ali,3967108597
brown mini umbrella,umbrella,block 2,lost,15/10/2025 19:39,Hassan Aslam,3559471600
black smart watch,watch,block 1,lost,25/01/2025 21:33,Zubair Ali,3237290086
black wrist watch,watch,hostel,found,23/12/2025 10:57,Shanza Butt,3617724535
black rimless glasses,glasses,ab2,found,01/12/2024 09:27,Sobia Qureshi,3450577559
brown zipped wallet,wallet,ground,lost,05/01/2025 18:08,Yasir Usman,3197111094
brown type-c charger,charger,ab3,lost,06/11/2024 18:21,Ahsan Saleem,3802140873
brown fx calculator,calculator,ab3,lost,25/06/2025 09:07,Fatima Nawaz,3895193026
black insulated bottle,bottle,canteen,lost,09/01/2025 21:20,Ahsan Nasir,3891259564
brown student id card,id_card,block 5,lost,03/10/2025 14:20,Farhan Chaudhry,3658078796
black prescription glasses,glasses,block 1,lost,16/12/2025 13:09,Khadija Baig,3636691235
brown framed glasses,glasses,mosque,lost,06/10/2024 17:20,Anum Zafar,3839378623
brown cracked-screen phone,phone,mosque,lost,26/06/2025 19:24,Eman Nawaz,3263962774
black flat keys,keys,ground,lost,03/03/2025 21:31,Talha Javed,3975112646
black scientific calculator,calculator,block 4,lost,29/12/2025 13:48,Talha Mehmood,3177119592
brown drawstring bag,bag,ground,lost,16/03/2026 14:06,Usman Raza,3907739980
black type-c charger,charger,canteen,lost,15/02/2025 17:08,Babar Hasan,3412546455
black touchscreen phone,phone,ab2,lost,06/09/2025 19:54,Ayesha Sheikh,3504323699
black slim Asus laptop,laptop,ab2,lost,10/02/2026 18:21,Anam Sheikh,3773206644
brown compact umbrella,umbrella,library,lost,14/01/2026 12:44,Hamza Saleem,3933062386
black square glasses,glasses,hostel,lost,09/06/2025 18:41,Babar Rafiq,3112458001
black student id card,id_card,ab1,lost,04/02/2026 11:01,Afshan Ansari,3844882463
black plain notebook,notebook,block 5,lost,19/11/2025 12:36,Usman Iqbal,3449211955
black photo id card,id_card,garden,lost,24/03/2026 21:34,Shaista Usman,3168646103
black casual watch,watch,cc,found,30/12/2024 10:55,Sana Khan,3695627964
brown portable Acer laptop,laptop,ab2,lost,30/03/2026 12:54,Adnan Hussain,3233913984
brown wrist watch,watch,canteen,lost,01/09/2024 11:19,Sidra Munir,3940527063
brown noise-cancelling earbuds,earbuds,block 5,lost,18/02/2026 22:22,Yasir Zafar,3325313451
black reading glasses,glasses,ab3,lost,04/07/2025 21:53,Iqra Chaudhry,3746547614
black backpack bag,bag,ab3,lost,07/11/2025 09:35,Imran Rizvi,3509935637
black basic calculator,calculator,block 2,found,10/11/2025 19:09,Yasir Abbasi,3175761121
brown graphing calculator,calculator,ground,lost,17/09/2025 17:42,Huma Akhtar,3276139909
black gaming laptop,laptop,block 2,lost,12/05/2025 09:17,Hina Hanif,3218101000
brown prescription glasses,glasses,ab5,lost,08/08/2025 20:17,Asad Baig,3393826004
black photo id card,id_card,hall,lost,17/12/2024 20:59,Hina Siddiqui,3665298949
brown portable umbrella,umbrella,hostel,lost,24/02/2026 13:44,Rizwan Waheed,3391041983
black water bottle,bottle,ab2,found,04/10/2025 10:22,Yasir Waheed,3738465114
brown 32gb usb drive,usb,block 5,lost,08/02/2026 19:09,Usman Sheikh,3506734117
brown shoulder bag,bag,washroom,lost,15/09/2025 19:49,Hira Akhtar,3549085802
brown compact umbrella,umbrella,block 2,lost,24/12/2025 16:18,Maryam Sattar,3658984263
black travel umbrella,umbrella,mosque,lost,10/07/2025 14:49,Danish Hussain,3781478902
black staff id card,id_card,ab3,lost,13/04/2026 08:05,Rizwan Waheed,3629194227
black wall charger,charger,parking,found,18/01/2025 15:31,Huma Hanif,3849345045
brown android phone,phone,washroom,lost,10/11/2025 19:34,Mohsin Hashmi,3893477119
black handheld calculator,calculator,block 2,lost,19/02/2026 22:14,Hamza Malik,3494117936
black keychain keys,keys,canteen,lost,24/09/2025 10:23,Bilal Nawaz,3829138534
black in-ear earbuds,earbuds,ab4,lost,07/04/2025 08:47,Talha Abbasi,3427297760
black basic calculator,calculator,love garden,found,29/10/2024 13:00,Aamir Nawaz,3420351568
black slim wallet,wallet,ab5,lost,17/10/2025 13:00,Ali Sattar,3628330503
black flagship phone,phone,ab1,lost,13/01/2026 08:09,Imran Baig,3605408862
brown card wallet,wallet,ab5,found,04/03/2026 20:17,Ayesha Rehman,3804674903
brown ringed keys,keys,ab1,lost,06/09/2024 13:56,Amna Butt,3303546093
black noise-cancelling earbuds,earbuds,block 1,lost,03/10/2024 10:42,Amna Hasan,3814299118
black sport earbuds,earbuds,block 3,lost,09/01/2025 13:48,Urwa Zafar,3879530718
brown lined notebook,notebook,library,lost,22/09/2024 10:09,Mohsin Zafar,3114655448
black spiral notebook,notebook,parking,lost,09/09/2024 14:30,Khadija Naqvi,3621762558
brown laminated id card,id_card,mosque,lost,11/03/2025 11:17,Bilal Rizvi,3852645523
brown noise-cancelling earbuds,earbuds,block 2,found,15/12/2024 19:46,Zubair Zaidi,3294549403
black touchscreen Tecno phone,phone,library,found,28/01/2025 14:01,Amna Hussain,3154712904
brown card wallet,wallet,ground,found,16/04/2025 13:27,Afshan Farooq,3647461968
